trend_id,trend_keyword,platform_source,search_volume_score,trend_category
T017760,sustainable gym gear unboxing,TikTok,113030,Beauty
T017761,Y2K gift ideas hacks,TikTok,153544,Sports & Outdoors
T017762,cozy gaming setup unboxing,Instagram,388221,Home Decor
T017763,aesthetic tech gadgets hacks,TikTok,250903,Home Decor
T017764,cozy gym gear check,TikTok,351087,Beauty
T017765,budget streetwear hacks,TikTok,412471,Home Decor
T017766,trending tech gadgets hacks,YouTube,391811,Travel
T017767,viral streetwear review,TikTok,437301,Electronics
T017768,retro tech gadgets finds,Pinterest,484779,Office Supplies
T017769,smart gift ideas unboxing,YouTube,413695,Beauty
T017770,smart tech gadgets finds,Instagram,479162,Travel
T017771,retro skincare routine finds,Instagram,22882,Beauty
T017772,trending camping gear hacks,TikTok,104541,Fashion
T017773,aesthetic skincare routine tour,TikTok,171264,Electronics
T017774,smart desk setup check,Instagram,26646,Travel
T017775,minimalist kitchen hacks check,TikTok,108375,Kitchen
T017776,minimalist streetwear review,TikTok,135672,Fashion
T017777,must-have gift ideas guide,TikTok,208203,Office Supplies
T017778,cozy gaming setup finds,YouTube,299561,Office Supplies
T017779,luxury streetwear essentials,TikTok,76884,Office Supplies
T017780,Y2K gift ideas hacks,YouTube,57282,Travel
T017781,aesthetic desk setup review,TikTok,276177,Travel
T017782,top rated office essentials hacks,Pinterest,444015,Beauty
T017783,retro gaming setup unboxing,Instagram,341733,Electronics
T017784,goth office essentials guide,YouTube,204556,Beauty
T017785,cozy camping gear hacks,TikTok,274156,Office Supplies
T017786,top rated room decor tour,TikTok,464021,Sports & Outdoors
T017787,luxury room decor check,TikTok,113131,Home Decor
T017788,budget camping gear tour,Instagram,428834,Fashion
T017789,minimalist gym gear unboxing,TikTok,54317,Kitchen
T017790,aesthetic gaming setup finds,TikTok,122884,Kitchen
T017791,luxury kitchen hacks essentials,YouTube,379631,Sports & Outdoors
T017792,retro gaming setup unboxing,Instagram,231703,Electronics
T017793,smart gaming setup guide,TikTok,117553,Beauty
T017794,budget travel hacks essentials,TikTok,384458,Home Decor
T017795,trending desk setup unboxing,TikTok,105508,Electronics
T017796,Y2K room decor review,YouTube,139548,Kitchen
T017797,viral gym gear check,TikTok,389297,Electronics
T017798,trending gift ideas tour,Instagram,436181,Electronics
T017799,minimalist gift ideas review,TikTok,131879,Office Supplies
T017800,must-have skincare routine review,Instagram,78967,Home Decor
T017801,luxury streetwear finds,Instagram,170675,Home Decor
T017802,luxury travel hacks tour,TikTok,404736,Electronics
T017803,luxury desk setup finds,TikTok,243126,Office Supplies
T017804,viral office essentials check,YouTube,414119,Travel
T017805,cozy skincare routine review,YouTube,100789,Electronics
T017806,goth room decor check,Instagram,347811,Fashion
T017807,smart camping gear essentials,Instagram,44077,Fashion
T017808,aesthetic tech gadgets unboxing,Pinterest,420939,Home Decor
T017809,sustainable streetwear finds,TikTok,456416,Home Decor
T017810,luxury gaming setup finds,Instagram,231722,Fashion
T017811,cozy office essentials review,TikTok,1492,Home Decor
T017812,budget room decor review,Instagram,420098,Travel
T017813,aesthetic streetwear check,TikTok,13816,Travel
T017814,top rated camping gear check,YouTube,197184,Sports & Outdoors
T017815,cozy desk setup tour,Instagram,264667,Electronics
T017816,viral streetwear review,TikTok,409703,Electronics
T017817,top rated streetwear finds,TikTok,405207,Sports & Outdoors
T017818,budget streetwear tour,Pinterest,472458,Fashion
T017819,cozy kitchen hacks essentials,TikTok,143660,Fashion
T017820,smart gaming setup hacks,Instagram,165541,Sports & Outdoors
T017821,retro skincare routine finds,Instagram,358245,Sports & Outdoors
T017822,minimalist room decor guide,Instagram,384069,Home Decor
T017823,budget desk setup tour,Instagram,412089,Beauty
T017824,smart streetwear review,Instagram,277947,Fashion
T017825,trending gaming setup hacks,Instagram,406018,Travel
T017826,viral gaming setup guide,Instagram,440467,Fashion
T017827,Y2K travel hacks finds,TikTok,305208,Fashion
T017828,viral camping gear essentials,Instagram,449574,Sports & Outdoors
T017829,budget office essentials review,Pinterest,194121,Fashion
T017830,aesthetic room decor tour,TikTok,42399,Kitchen
T017831,sustainable streetwear check,Instagram,263072,Fashion
T017832,sustainable streetwear unboxing,Instagram,280755,Office Supplies
T017833,budget tech gadgets guide,Pinterest,93092,Home Decor
T017834,must-have office essentials guide,Instagram,61770,Sports & Outdoors
T017835,top rated gaming setup hacks,Instagram,349930,Sports & Outdoors
T017836,smart camping gear tour,Instagram,131478,Home Decor
T017837,sustainable gift ideas finds,TikTok,162933,Travel
T017838,goth gym gear tour,TikTok,41620,Kitchen
T017839,retro gift ideas review,Instagram,4534,Beauty
T017840,sustainable camping gear guide,TikTok,347022,Sports & Outdoors
T017841,Y2K streetwear guide,Instagram,122666,Home Decor
T017842,viral desk setup unboxing,Instagram,265599,Electronics
T017843,luxury kitchen hacks guide,Instagram,350629,Travel
T017844,aesthetic desk setup guide,Instagram,346857,Home Decor
T017845,viral tech gadgets review,YouTube,318636,Electronics
T017846,smart room decor review,YouTube,491691,Beauty
T017847,budget gift ideas review,TikTok,47947,Home Decor
T017848,budget kitchen hacks finds,TikTok,165225,Sports & Outdoors
T017849,sustainable desk setup unboxing,Instagram,51493,Sports & Outdoors
T017850,budget desk setup check,TikTok,264690,Electronics
T017851,aesthetic office essentials hacks,TikTok,227192,Home Decor
T017852,top rated desk setup check,TikTok,151283,Beauty
T017853,sustainable tech gadgets unboxing,YouTube,350172,Fashion
T017854,must-have gym gear review,YouTube,297786,Home Decor
T017855,luxury desk setup finds,Instagram,358964,Home Decor
T017856,minimalist tech gadgets unboxing,TikTok,61114,Kitchen
T017857,aesthetic gym gear unboxing,Instagram,432443,Fashion
T017858,smart travel hacks review,TikTok,325116,Kitchen
T017859,top rated skincare routine check,TikTok,233247,Beauty
T017860,goth streetwear essentials,YouTube,479750,Home Decor
T017861,Y2K gift ideas hacks,TikTok,400518,Fashion
T017862,minimalist tech gadgets hacks,YouTube,271148,Fashion
T017863,retro gaming setup essentials,Instagram,151183,Fashion
T017864,minimalist gym gear essentials,TikTok,194537,Kitchen
T017865,aesthetic travel hacks tour,Instagram,374002,Beauty
T017866,Y2K skincare routine essentials,Instagram,109211,Home Decor
T017867,top rated travel hacks hacks,TikTok,145919,Travel
T017868,luxury gym gear unboxing,YouTube,55959,Office Supplies
T017869,budget office essentials tour,YouTube,154917,Kitchen
T017870,viral gift ideas review,TikTok,495942,Beauty
T017871,luxury streetwear check,Instagram,415209,Kitchen
T017872,aesthetic skincare routine finds,TikTok,295105,Kitchen
T017873,minimalist camping gear check,Instagram,429816,Beauty
T017874,must-have gym gear review,TikTok,78627,Sports & Outdoors
T017875,retro tech gadgets check,Instagram,274590,Home Decor
T017876,cozy camping gear guide,YouTube,252440,Travel
T017877,luxury tech gadgets hacks,TikTok,79794,Kitchen
T017878,top rated kitchen hacks unboxing,Instagram,286559,Sports & Outdoors
T017879,aesthetic streetwear hacks,YouTube,30110,Home Decor
T017880,cozy kitchen hacks hacks,TikTok,254993,Kitchen
T017881,retro skincare routine hacks,YouTube,345435,Electronics
T017882,top rated gym gear finds,YouTube,264662,Home Decor
T017883,Y2K camping gear guide,Pinterest,325684,Travel
T017884,smart streetwear essentials,Instagram,42689,Home Decor
T017885,trending desk setup review,YouTube,487877,Travel
T017886,budget gaming setup finds,Instagram,119419,Fashion
T017887,trending camping gear essentials,Pinterest,120161,Home Decor
T017888,budget camping gear guide,TikTok,331303,Kitchen
T017889,trending skincare routine finds,TikTok,329042,Beauty
T017890,retro tech gadgets essentials,Pinterest,343355,Travel
T017891,retro kitchen hacks tour,Instagram,317013,Beauty
T017892,aesthetic desk setup check,TikTok,339762,Office Supplies
T017893,sustainable gaming setup review,Pinterest,451587,Fashion
T017894,cozy skincare routine hacks,Pinterest,51378,Fashion
T017895,retro kitchen hacks guide,Instagram,280112,Home Decor
T017896,goth gym gear essentials,Instagram,332043,Beauty
T017897,trending gaming setup check,TikTok,430978,Kitchen
T017898,minimalist skincare routine hacks,YouTube,169069,Home Decor
T017899,luxury camping gear check,YouTube,240643,Fashion
T017900,must-have office essentials essentials,TikTok,283892,Travel
T017901,retro gym gear finds,TikTok,371540,Sports & Outdoors
T017902,minimalist skincare routine essentials,Instagram,57446,Office Supplies
T017903,smart gaming setup essentials,TikTok,319510,Sports & Outdoors
T017904,budget gym gear essentials,TikTok,220530,Beauty
T017905,goth streetwear review,TikTok,52958,Kitchen
T017906,must-have office essentials review,Instagram,349372,Sports & Outdoors
T017907,trending gaming setup finds,TikTok,248334,Office Supplies
T017908,must-have skincare routine unboxing,Pinterest,167295,Home Decor
T017909,cozy gym gear finds,YouTube,13618,Sports & Outdoors
T017910,top rated travel hacks review,TikTok,20500,Electronics
T017911,budget travel hacks tour,Instagram,313921,Home Decor
T017912,minimalist gym gear guide,YouTube,167447,Home Decor
T017913,budget gift ideas tour,TikTok,384273,Electronics
T017914,minimalist gaming setup essentials,TikTok,201147,Beauty
T017915,must-have skincare routine review,YouTube,204773,Beauty
T017916,top rated skincare routine tour,TikTok,191522,Home Decor
T017917,aesthetic gaming setup check,TikTok,417028,Travel
T017918,must-have streetwear essentials,Instagram,379947,Beauty
T017919,viral room decor essentials,TikTok,164313,Office Supplies
T017920,must-have camping gear unboxing,Instagram,263737,Home Decor
T017921,sustainable office essentials review,Instagram,477538,Home Decor
T017922,viral kitchen hacks hacks,Instagram,257557,Travel
T017923,must-have kitchen hacks review,TikTok,289569,Fashion
T017924,Y2K kitchen hacks review,TikTok,407651,Sports & Outdoors
T017925,retro camping gear guide,TikTok,307827,Office Supplies
T017926,goth streetwear hacks,TikTok,115847,Travel
T017927,top rated skincare routine review,TikTok,289507,Office Supplies
T017928,smart gym gear unboxing,TikTok,93510,Kitchen
T017929,aesthetic gift ideas essentials,TikTok,98543,Sports & Outdoors
T017930,aesthetic room decor essentials,TikTok,193344,Electronics
T017931,must-have camping gear unboxing,Pinterest,90470,Home Decor
T017932,smart kitchen hacks review,TikTok,376562,Sports & Outdoors
T017933,luxury desk setup hacks,TikTok,107265,Beauty
T017934,sustainable office essentials tour,Instagram,373264,Beauty
T017935,smart camping gear finds,TikTok,39587,Travel
T017936,minimalist kitchen hacks essentials,TikTok,269690,Sports & Outdoors
T017937,sustainable camping gear essentials,TikTok,301719,Office Supplies
T017938,retro travel hacks essentials,TikTok,391928,Office Supplies
T017939,goth gym gear check,TikTok,461990,Office Supplies
T017940,aesthetic gaming setup check,TikTok,213489,Home Decor
T017941,aesthetic office essentials finds,YouTube,253961,Travel
T017942,goth tech gadgets hacks,TikTok,386271,Beauty
T017943,luxury travel hacks check,YouTube,212582,Kitchen
T017944,must-have gaming setup guide,TikTok,311706,Sports & Outdoors
T017945,Y2K kitchen hacks finds,TikTok,450452,Office Supplies
T017946,luxury kitchen hacks unboxing,TikTok,491779,Electronics
T017947,aesthetic streetwear essentials,TikTok,17401,Fashion
T017948,cozy room decor review,TikTok,272455,Sports & Outdoors
T017949,aesthetic camping gear essentials,YouTube,440715,Sports & Outdoors
T017950,goth gaming setup essentials,Pinterest,497772,Home Decor
T017951,sustainable streetwear tour,Instagram,149049,Office Supplies
T017952,trending travel hacks tour,Instagram,200549,Sports & Outdoors
T017953,smart gaming setup check,TikTok,163639,Sports & Outdoors
T017954,aesthetic camping gear tour,Instagram,343018,Beauty
T017955,cozy streetwear check,YouTube,156013,Fashion
T017956,aesthetic streetwear guide,YouTube,319816,Kitchen
T017957,smart office essentials essentials,TikTok,244919,Beauty
T017958,must-have gaming setup review,Pinterest,243475,Electronics
T017959,must-have gym gear guide,YouTube,414174,Electronics
T017960,minimalist camping gear guide,Pinterest,261289,Beauty
T017961,budget streetwear hacks,TikTok,148396,Sports & Outdoors
T017962,retro streetwear check,TikTok,438083,Office Supplies
T017963,cozy tech gadgets finds,Instagram,266523,Kitchen
T017964,retro streetwear finds,Instagram,259299,Sports & Outdoors
T017965,must-have office essentials guide,YouTube,207464,Electronics
T017966,Y2K tech gadgets review,Instagram,434147,Home Decor
T017967,top rated office essentials unboxing,Instagram,331884,Electronics
T017968,luxury streetwear hacks,TikTok,50219,Electronics
T017969,sustainable camping gear tour,Instagram,387423,Kitchen
T017970,must-have office essentials tour,Pinterest,108228,Electronics
T017971,Y2K gift ideas check,YouTube,477481,Beauty
T017972,trending skincare routine unboxing,TikTok,120118,Travel
T017973,luxury desk setup review,Pinterest,124268,Home Decor
T017974,top rated streetwear hacks,TikTok,425187,Kitchen
T017975,aesthetic gym gear finds,YouTube,414114,Office Supplies
T017976,top rated office essentials review,YouTube,356294,Beauty
T017977,top rated gym gear finds,Instagram,276070,Beauty
T017978,top rated skincare routine check,YouTube,240257,Beauty
T017979,must-have tech gadgets hacks,YouTube,233845,Electronics
T017980,cozy desk setup finds,Instagram,114192,Home Decor
T017981,must-have skincare routine finds,TikTok,157136,Fashion
T017982,cozy gym gear essentials,Instagram,335922,Kitchen
T017983,Y2K room decor guide,TikTok,349626,Home Decor
T017984,aesthetic gym gear tour,TikTok,495025,Home Decor
T017985,sustainable camping gear review,Pinterest,224155,Beauty
T017986,top rated streetwear check,TikTok,485905,Travel
T017987,goth skincare routine guide,TikTok,119480,Home Decor
T017988,luxury office essentials tour,Instagram,329401,Kitchen
T017989,must-have gym gear guide,YouTube,88995,Home Decor
T017990,retro travel hacks check,TikTok,307683,Beauty
T017991,goth camping gear finds,Pinterest,373725,Fashion
T017992,sustainable gym gear hacks,Instagram,202087,Home Decor
T017993,goth streetwear review,Instagram,93504,Beauty
T017994,aesthetic streetwear review,TikTok,381798,Electronics
T017995,Y2K travel hacks check,Pinterest,90486,Sports & Outdoors
T017996,viral kitchen hacks tour,Instagram,398294,Sports & Outdoors
T017997,top rated streetwear essentials,Instagram,65997,Office Supplies
T017998,budget office essentials tour,Pinterest,216916,Electronics
T017999,trending gift ideas unboxing,Instagram,102536,Fashion
T018000,cozy kitchen hacks guide,TikTok,446150,Electronics
T018001,trending tech gadgets check,Instagram,359564,Sports & Outdoors
T018002,trending travel hacks review,Instagram,344470,Kitchen
T018003,trending skincare routine check,Instagram,378507,Home Decor
T018004,goth streetwear finds,TikTok,315821,Electronics
T018005,cozy desk setup hacks,YouTube,190163,Electronics
T018006,luxury office essentials unboxing,Instagram,296085,Kitchen
T018007,trending kitchen hacks hacks,Instagram,151579,Travel
T018008,luxury camping gear unboxing,Pinterest,72791,Electronics
T018009,smart gym gear essentials,TikTok,368943,Home Decor
T018010,minimalist streetwear essentials,YouTube,280671,Kitchen
