product_id,product_title,product_description,category,price_inr,description_length,clean_description,combined_text,top_trend_1,top_trend_2,top_trend_3,similarity_score_1,similarity_score_2,similarity_score_3,optimized_product_title
P000462,Minimalist Sunglasses Classic,Upgrade your lifestyle with this. Highly rated by our community. Available in multiple colors.,Sports & Outdoors,15486.14,94,upgrade your lifestyle with this highly rated by our community available in multiple colors,minimalist sunglasses classic upgrade your lifestyle with this highly rated by our community available in multiple colors,minimalist streetwear essentials,minimalist streetwear essentials,minimalist streetwear essentials,0.5415207147598267,0.5415207147598267,0.5415207147598267,minimalist streetwear essentials Inspired Minimalist Sunglasses Classic
P000463,Heavy-Duty Headphones Pro Max,Upgrade your lifestyle with this. Built to last and withstand daily wear. Satisfaction guaranteed.,Office Supplies,35490.8,98,upgrade your lifestyle with this built to last and withstand daily wear satisfaction guaranteed,heavyduty headphones pro max upgrade your lifestyle with this built to last and withstand daily wear satisfaction guaranteed,No Strong Match,sustainable gym gear check,sustainable gym gear check,0.42906057834625244,0.42906057834625244,0.42906057834625244,Heavy-Duty Headphones Pro Max
P000464,Eco-friendly Monitor with RGB,Experience premium quality with our top-rated product. Features state-of-the-art materials. Satisfaction guaranteed.,Electronics,35567.16,116,experience premium quality with our toprated product features stateoftheart materials satisfaction guaranteed,ecofriendly monitor with rgb experience premium quality with our toprated product features stateoftheart materials satisfaction guaranteed,No Strong Match,budget tech gadgets review,budget tech gadgets review,0.42925578355789185,0.42925578355789185,0.42925578355789185,Eco-friendly Monitor with RGB
P000465,Sleek Headphones Kit,A must-have for enthusiasts. Features state-of-the-art materials. Available in multiple colors.,Beauty,63275.05,95,a musthave for enthusiasts features stateoftheart materials available in multiple colors,sleek headphones kit a musthave for enthusiasts features stateoftheart materials available in multiple colors,No Strong Match,aesthetic tech gadgets essentials,aesthetic tech gadgets essentials,0.4706479012966156,0.4706479012966156,0.4706479012966156,Sleek Headphones Kit
P000466,Modern Mouse Waterproof,Designed for everyday use. Built to last and withstand daily wear. Don't miss out on this deal.,Kitchen,69659.41,95,designed for everyday use built to last and withstand daily wear dont miss out on this deal,modern mouse waterproof designed for everyday use built to last and withstand daily wear dont miss out on this deal,No Strong Match,sustainable tech gadgets hacks,sustainable tech gadgets hacks,0.3182692527770996,0.3182692527770996,0.3182692527770996,Modern Mouse Waterproof
P000467,Modern Water Bottle for Travel,Upgrade your lifestyle with this. Highly rated by our community. Order now while supplies last!,Travel,8617.06,95,upgrade your lifestyle with this highly rated by our community order now while supplies last,modern water bottle for travel upgrade your lifestyle with this highly rated by our community order now while supplies last,No Strong Match,sustainable travel hacks review,sustainable travel hacks review,0.4483616054058075,0.4483616054058075,0.4483616054058075,Modern Water Bottle for Travel
P000468,Classic Chair Kit,The perfect addition to your collection. Built to last and withstand daily wear. Order now while supplies last!,Electronics,47088.39,111,the perfect addition to your collection built to last and withstand daily wear order now while supplies last,classic chair kit the perfect addition to your collection built to last and withstand daily wear order now while supplies last,No Strong Match,retro gym gear essentials,retro gym gear essentials,0.4663342833518982,0.4663342833518982,0.4663342833518982,Classic Chair Kit
P000469,Portable Blender Waterproof,Upgrade your lifestyle with this. Features state-of-the-art materials. Satisfaction guaranteed.,Sports & Outdoors,63421.96,95,upgrade your lifestyle with this features stateoftheart materials satisfaction guaranteed,portable blender waterproof upgrade your lifestyle with this features stateoftheart materials satisfaction guaranteed,No Strong Match,sustainable tech gadgets check,sustainable tech gadgets check,0.4316382110118866,0.4316381514072418,0.4316381514072418,Portable Blender Waterproof
P000470,Heavy-Duty Headphones Pro Max,Upgrade your lifestyle with this. Comes with an extended warranty. Order now while supplies last!,Beauty,65430.56,97,upgrade your lifestyle with this comes with an extended warranty order now while supplies last,heavyduty headphones pro max upgrade your lifestyle with this comes with an extended warranty order now while supplies last,No Strong Match,budget gym gear check,budget gym gear check,0.34922099113464355,0.3492209017276764,0.3492209017276764,Heavy-Duty Headphones Pro Max
P000471,Smart Camera Pro Max,A must-have for enthusiasts. Built to last and withstand daily wear. Perfect for gifting.,Sports & Outdoors,12989.5,89,a musthave for enthusiasts built to last and withstand daily wear perfect for gifting,smart camera pro max a musthave for enthusiasts built to last and withstand daily wear perfect for gifting,No Strong Match,smart streetwear essentials,smart streetwear essentials,0.4679886996746063,0.4679886996746063,0.4679886996746063,Smart Camera Pro Max
P000472,Classic Sunglasses for Travel,Upgrade your lifestyle with this. Built to last and withstand daily wear. Order now while supplies last!,Travel,44009.92,104,upgrade your lifestyle with this built to last and withstand daily wear order now while supplies last,classic sunglasses for travel upgrade your lifestyle with this built to last and withstand daily wear order now while supplies last,No Strong Match,sustainable streetwear tour,sustainable streetwear tour,0.46842795610427856,0.46842795610427856,0.46842795610427856,Classic Sunglasses for Travel
P000473,Classic Water Bottle Waterproof,The perfect addition to your collection. Highly rated by our community. Satisfaction guaranteed.,Home Decor,71294.51,96,the perfect addition to your collection highly rated by our community satisfaction guaranteed,classic water bottle waterproof the perfect addition to your collection highly rated by our community satisfaction guaranteed,No Strong Match,top rated streetwear essentials,top rated streetwear essentials,0.3355546295642853,0.3355546295642853,0.3355546295642853,Classic Water Bottle Waterproof
P000474,Compact Camera Kit,Experience premium quality with our top-rated product. Features state-of-the-art materials. Order now while supplies last!,Beauty,27001.56,122,experience premium quality with our toprated product features stateoftheart materials order now while supplies last,compact camera kit experience premium quality with our toprated product features stateoftheart materials order now while supplies last,No Strong Match,budget camping gear review,budget camping gear review,0.38823896646499634,0.38823890686035156,0.38823890686035156,Compact Camera Kit
P000475,Portable Headphones Classic,Upgrade your lifestyle with this. Features state-of-the-art materials. Satisfaction guaranteed.,Home Decor,35761.38,95,upgrade your lifestyle with this features stateoftheart materials satisfaction guaranteed,portable headphones classic upgrade your lifestyle with this features stateoftheart materials satisfaction guaranteed,No Strong Match,retro tech gadgets essentials,retro tech gadgets essentials,0.41468513011932373,0.41468513011932373,0.41468513011932373,Portable Headphones Classic
P000476,Smart Sunglasses Classic,The perfect addition to your collection. Highly rated by our community. Satisfaction guaranteed.,Travel,66922.9,96,the perfect addition to your collection highly rated by our community satisfaction guaranteed,smart sunglasses classic the perfect addition to your collection highly rated by our community satisfaction guaranteed,smart streetwear finds,smart streetwear finds,smart streetwear finds,0.5033147931098938,0.5033147931098938,0.5033147931098938,smart streetwear finds Inspired Smart Sunglasses Classic
P000477,Luxury Keyboard Kit,A must-have for enthusiasts. Built to last and withstand daily wear. Satisfaction guaranteed.,Electronics,8168.86,93,a musthave for enthusiasts built to last and withstand daily wear satisfaction guaranteed,luxury keyboard kit a musthave for enthusiasts built to last and withstand daily wear satisfaction guaranteed,luxury tech gadgets essentials,luxury tech gadgets essentials,luxury tech gadgets essentials,0.5500898361206055,0.5500898361206055,0.5500898361206055,luxury tech gadgets essentials Inspired Luxury Keyboard Kit
